Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	2.21518200	-4.00252200
0.02000000	2.21518200	-4.08956700
0.04000000	2.21518200	-4.08956700
0.06000000	2.17089100	-4.08956700
0.08000000	2.12659900	-4.08956700
0.10000000	2.17089100	-4.08956700
0.12000000	2.17089100	-4.08956700
0.14000000	2.17089100	-4.17661200
0.16000000	2.17089100	-4.17661200
0.18000000	2.17089100	-4.17661200
0.19999999	2.12659900	-4.08956700
0.21999999	2.21518200	-4.17661200
0.23999999	2.17089100	-4.08956700
0.25999999	2.17089100	-4.08956700
0.27999999	2.17089100	-4.08956700
0.29999999	2.17089100	-4.08956700
0.31999999	2.17089100	-4.08956700
0.33999999	2.17089100	-4.00252200
0.35999999	2.17089100	-4.00252200
0.37999999	2.17089100	-4.00252200
0.39999999	2.17089100	-4.00252200
0.41999999	2.12659900	-3.91547700
0.43999999	2.17089100	-3.91547700
0.45999999	2.12659900	-3.91547700
0.47999999	2.12659900	-3.91547700
0.49999999	2.12659900	-3.91547700
0.51999999	2.17089100	-3.82843300
0.53999999	2.12659900	-3.82843300
0.55999999	2.12659900	-3.82843300
0.57999999	2.12659900	-3.82843300
0.59999998	2.12659900	-3.82843300
0.61999998	2.12659900	-3.82843300
0.63999998	2.17089100	-3.74138800
0.65999998	2.12659900	-3.74138800
0.67999998	2.12659900	-3.74138800
0.69999998	2.17089100	-3.74138800
0.71999998	2.17089100	-3.65434300
0.73999998	2.17089100	-3.65434300
0.75999998	2.17089100	-3.65434300
0.77999998	2.17089100	-3.65434300
0.79999998	2.12659900	-3.65434300
0.81999998	2.17089100	-3.56729800
0.83999998	2.12659900	-3.56729800
0.85999998	2.12659900	-3.56729800
0.87999998	2.17089100	-3.56729800
0.89999998	2.17089100	-3.48025300
0.91999998	2.17089100	-3.48025300
0.93999998	2.12659900	-3.48025300
0.95999998	2.12659900	-3.48025300
0.97999998	2.17089100	-3.48025300
0.99999997	2.12659900	-3.48025300
1.01999997	2.17089100	-3.48025300
1.03999997	2.17089100	-3.39351600
1.05999997	2.12659900	-3.39351600
1.07999997	2.17089100	-3.39351600
1.09999997	2.17089100	-3.39351600
1.11999997	2.12659900	-3.39351600
1.13999997	2.17089100	-3.30647100
1.15999997	2.12659900	-3.30647100
1.17999997	2.17089100	-3.30647100
1.19999997	2.17089100	-3.30647100
1.21999997	2.12659900	-3.30647100
1.23999997	2.17089100	-3.30647100
1.25999997	2.17089100	-3.21942700
1.27999997	2.17089100	-3.21942700
1.29999997	2.17089100	-3.21942700
1.31999997	2.17089100	-3.21942700
1.33999997	2.12659900	-3.13238200
1.35999997	2.12659900	-3.13238200
1.37999997	2.12659900	-3.13238200
1.39999996	2.17089100	-3.13238200
1.41999996	2.17089100	-3.04533700
1.43999996	2.12659900	-3.04533700
1.45999996	2.17089100	-3.04533700
1.47999996	2.12659900	-3.04533700
1.49999996	2.12659900	-3.04533700
1.51999996	2.17089100	-2.95829200
1.53999996	2.17089100	-2.95829200
1.55999996	2.12659900	-2.95829200
1.57999996	2.17089100	-2.95829200
1.59999996	2.17089100	-2.95829200
1.61999996	2.12659900	-2.95829200
1.63999996	2.12659900	-2.87124800
1.65999996	2.17089100	-2.87124800
1.67999996	2.12659900	-2.87124800
1.69999996	2.12659900	-2.87124800
1.71999996	2.12659900	-2.87124800
1.73999996	2.12659900	-2.78420300
1.75999996	2.12659900	-2.78420300
1.77999996	2.12659900	-2.78420300
1.79999995	2.12659900	-2.78420300
1.81999995	2.12659900	-2.69715800
1.83999995	2.12659900	-2.69715800
1.85999995	2.12659900	-2.69715800
1.87999995	2.17089100	-2.69715800
1.89999995	2.12659900	-2.69715800
1.91999995	2.12659900	-2.61011300
1.93999995	2.12659900	-2.61011300
1.95999995	2.12659900	-2.61011300
1.97999995	2.12659900	-2.61011300
1.99999995	2.12659900	-2.61011300
2.01999995	2.12659900	-2.52337600
2.03999995	2.12659900	-2.52337600
2.05999995	2.12659900	-2.52337600
2.07999995	2.12659900	-2.52337600
2.09999995	2.17089100	-2.52337600
2.11999995	2.12659900	-2.43633100
2.13999995	2.08230800	-2.43633100
2.15999995	2.12659900	-2.43633100
2.17999994	2.12659900	-2.43633100
2.19999994	2.12659900	-2.43633100
2.21999994	2.17089100	-2.34928600
2.23999994	2.12659900	-2.34928600
2.25999994	2.17089100	-2.34928600
2.27999994	2.12659900	-2.34928600
2.29999994	2.12659900	-2.34928600
2.31999994	2.17089100	-2.34928600
2.33999994	2.17089100	-2.26224200
2.35999994	2.12659900	-2.26224200
2.37999994	2.17089100	-2.26224200
