Time	Channel A	Channel B
(ms)	(V)	(V)

0.00000000	2.25947300	-2.34928600
0.02000000	2.30376500	-2.34928600
0.04000000	2.30376500	-2.43633100
0.06000000	2.25947300	-2.43633100
0.08000000	2.25947300	-2.43633100
0.10000000	2.25947300	-2.43633100
0.12000000	2.25947300	-2.52337600
0.14000000	2.30376500	-2.43633100
0.16000000	2.30376500	-2.52337600
0.18000000	2.25947300	-2.52337600
0.19999999	2.25947300	-2.52337600
0.21999999	2.25947300	-2.52337600
0.23999999	2.30376500	-2.61011300
0.25999999	2.25947300	-2.61011300
0.27999999	2.25947300	-2.61011300
0.29999999	2.25947300	-2.61011300
0.31999999	2.25947300	-2.61011300
0.33999999	2.30376500	-2.61011300
0.35999999	2.30376500	-2.69715800
0.37999999	2.30376500	-2.69715800
0.39999999	2.25947300	-2.69715800
0.41999999	2.30376500	-2.69715800
0.43999999	2.30376500	-2.69715800
0.45999999	2.30376500	-2.78420300
0.47999999	2.30376500	-2.78420300
0.49999999	2.25947300	-2.78420300
0.51999999	2.30376500	-2.78420300
0.53999999	2.30376500	-2.78420300
0.55999999	2.30376500	-2.87124800
0.57999999	2.25947300	-2.87124800
0.59999998	2.25947300	-2.87124800
0.61999998	2.25947300	-2.87124800
0.63999998	2.30376500	-2.87124800
0.65999998	2.30376500	-2.95829200
0.67999998	2.30376500	-2.95829200
0.69999998	2.30376500	-2.95829200
0.71999998	2.30376500	-2.95829200
0.73999998	2.30376500	-3.04533700
0.75999998	2.25947300	-3.04533700
0.77999998	2.30376500	-3.04533700
0.79999998	2.25947300	-3.04533700
0.81999998	2.25947300	-3.04533700
0.83999998	2.30376500	-3.04533700
0.85999998	2.30376500	-3.13238200
0.87999998	2.25947300	-3.13238200
0.89999998	2.25947300	-3.13238200
0.91999998	2.30376500	-3.13238200
0.93999998	2.30376500	-3.21942700
0.95999998	2.30376500	-3.13238200
0.97999998	2.30376500	-3.21942700
0.99999997	2.25947300	-3.21942700
1.01999997	2.30376500	-3.21942700
1.03999997	2.30376500	-3.30647100
1.05999997	2.30376500	-3.30647100
1.07999997	2.25947300	-3.30647100
1.09999997	2.30376500	-3.30647100
1.11999997	2.30376500	-3.30647100
1.13999997	2.25947300	-3.39351600
1.15999997	2.30376500	-3.39351600
1.17999997	2.30376500	-3.39351600
1.19999997	2.25947300	-3.39351600
1.21999997	2.25947300	-3.39351600
1.23999997	2.30376500	-3.39351600
1.25999997	2.30376500	-3.48025300
1.27999997	2.25947300	-3.48025300
1.29999997	2.30376500	-3.48025300
1.31999997	2.30376500	-3.48025300
1.33999997	2.30376500	-3.56729800
1.35999997	2.30376500	-3.56729800
1.37999997	2.30376500	-3.56729800
1.39999996	2.30376500	-3.56729800
1.41999996	2.25947300	-3.56729800
1.43999996	2.30376500	-3.65434300
1.45999996	2.30376500	-3.56729800
1.47999996	2.30376500	-3.65434300
1.49999996	2.30376500	-3.65434300
1.51999996	2.30376500	-3.74138800
1.53999996	2.30376500	-3.65434300
1.55999996	2.30376500	-3.74138800
1.57999996	2.30376500	-3.74138800
1.59999996	2.25947300	-3.74138800
1.61999996	2.25947300	-3.74138800
1.63999996	2.30376500	-3.74138800
1.65999996	2.30376500	-3.82843300
1.67999996	2.25947300	-3.82843300
1.69999996	2.30376500	-3.82843300
1.71999996	2.30376500	-3.82843300
1.73999996	2.30376500	-3.82843300
1.75999996	2.30376500	-3.82843300
1.77999996	2.25947300	-3.91547700
1.79999995	2.30376500	-3.91547700
1.81999995	2.30376500	-3.91547700
1.83999995	2.30376500	-3.91547700
1.85999995	2.30376500	-3.91547700
1.87999995	2.30376500	-4.00252200
1.89999995	2.30376500	-4.00252200
1.91999995	2.30376500	-4.00252200
1.93999995	2.30376500	-4.00252200
1.95999995	2.30376500	-4.08956700
1.97999995	2.30376500	-4.08956700
1.99999995	2.34805600	-4.08956700
2.01999995	2.30376500	-4.08956700
2.03999995	2.30376500	-4.08956700
2.05999995	2.34805600	-4.17661200
2.07999995	2.30376500	-4.17661200
2.09999995	2.30376500	-4.17661200
2.11999995	2.30376500	-4.17661200
2.13999995	2.30376500	-4.17661200
2.15999995	2.30376500	-4.17661200
2.17999994	2.25947300	-4.17661200
2.19999994	2.34805600	-4.08956700
2.21999994	2.30376500	-4.08956700
2.23999994	2.30376500	-4.08956700
2.25999994	2.30376500	-4.08956700
2.27999994	2.25947300	-4.00252200
2.29999994	2.30376500	-4.00252200
2.31999994	2.30376500	-4.00252200
2.33999994	2.30376500	-4.00252200
2.35999994	2.34805600	-4.00252200
2.37999994	2.30376500	-4.00252200
